,run_order,ms_file_label,plate_row,plate_col,column,sample_type,concentration,Biological sample_run_nbr
1533,1533,2021_12_24RG_Col04_Conditioning1436,:,:,Col04,Biological sample,,1436
1534,1534,2021_12_24RG_Col03_Conditioning1437,:,:,Col03,Biological sample,,1437
1535,1535,2021_12_24RG_Col04_Conditioning1438,:,:,Col04,Biological sample,,1438
1536,1536,2021_12_24RG_Col03_Conditioning1439,:,:,Col03,Biological sample,,1439
1537,1537,2021_12_24RG_Col04_Conditioning1440,:,:,Col04,Biological sample,,1440
1538,1538,2021_12_24RG_Col03_Conditioning1441,:,:,Col03,Biological sample,,1441
1539,1539,2021_12_24RG_Col04_Conditioning1442,:,:,Col04,Biological sample,,1442
1540,1540,2021_12_24RG_Col03_Conditioning1443,:,:,Col03,Biological sample,,1443
1541,1541,2021_12_24RG_Col04_Conditioning1444,:,:,Col04,Biological sample,,1444
1542,1542,2021_12_24RG_Col03_Conditioning1445,:,:,Col03,Biological sample,,1445
1543,1543,2021_12_24RG_Col04_Conditioning1446,:,:,Col04,Biological sample,,1446
1544,1544,2021_12_24RG_Col03_Conditioning1447,:,:,Col03,Biological sample,,1447
1545,1545,2021_12_24RG_Col04_Conditioning1448,:,:,Col04,Biological sample,,1448
1546,1546,2021_12_24RG_Col03_Conditioning1449,:,:,Col03,Biological sample,,1449
1547,1547,2021_12_24RG_Col04_Conditioning1450,:,:,Col04,Biological sample,,1450
1548,1548,2021_12_24RG_Col03_Conditioning1451,:,:,Col03,Biological sample,,1451
1549,1549,2021_12_24RG_Col04_Conditioning1452,:,:,Col04,Biological sample,,1452
1550,1550,2021_12_24RG_Col03_Conditioning1453,:,:,Col03,Biological sample,,1453
1551,1551,2021_12_24RG_Col04_Conditioning1454,:,:,Col04,Biological sample,,1454
1552,1552,2021_12_24RG_Col03_Conditioning1455,:,:,Col03,Biological sample,,1455
1553,1553,2021_12_24RG_Col04_Conditioning1456,:,:,Col04,Biological sample,,1456
1554,1554,2021_12_24RG_Col03_Conditioning1457,:,:,Col03,Biological sample,,1457
1555,1555,2021_12_24RG_Col04_Conditioning1458,:,:,Col04,Biological sample,,1458
1556,1556,2021_12_24RG_Col03_Conditioning1459,:,:,Col03,Biological sample,,1459
1557,1557,2021_12_24RG_Col04_Conditioning1460,:,:,Col04,Biological sample,,1460
1558,1558,2021_12_24RG_Col03_Conditioning1461,:,:,Col03,Biological sample,,1461
1559,1559,2021_12_24RG_Col04_Conditioning1462,:,:,Col04,Biological sample,,1462
1560,1560,2021_12_24RG_Col03_Conditioning1463,:,:,Col03,Biological sample,,1463
1561,1561,2021_12_24RG_Col04_Conditioning1464,:,:,Col04,Biological sample,,1464
1562,1562,2021_12_24RG_Col03_Conditioning1465,:,:,Col03,Biological sample,,1465
1563,1563,2021_12_24RG_Col04_Conditioning1466,:,:,Col04,Biological sample,,1466
1564,1564,2021_12_24RG_Col03_Conditioning1467,:,:,Col03,Biological sample,,1467
1565,1565,2021_12_24RG_Col04_Conditioning1468,:,:,Col04,Biological sample,,1468
1566,1566,2021_12_24RG_Col03_Conditioning1469,:,:,Col03,Biological sample,,1469
1567,1567,2021_12_24RG_Col04_Conditioning1470,:,:,Col04,Biological sample,,1470
1568,1568,2021_12_24RG_Col03_Conditioning1471,:,:,Col03,Biological sample,,1471
1569,1569,2021_12_24RG_Col04_Conditioning1472,:,:,Col04,Biological sample,,1472
1570,1570,2021_12_24RG_Col03_Conditioning1473,:,:,Col03,Biological sample,,1473
1571,1571,2021_12_24RG_Col04_Conditioning1474,:,:,Col04,Biological sample,,1474
1572,1572,2021_12_24RG_Col03_Conditioning1475,:,:,Col03,Biological sample,,1475
1573,1573,2021_12_24RG_Col04_Conditioning1476,:,:,Col04,Biological sample,,1476
1574,1574,2021_12_24RG_Col03_Conditioning1477,:,:,Col03,Biological sample,,1477
1575,1575,2021_12_24RG_Col04_Conditioning1478,:,:,Col04,Biological sample,,1478
1576,1576,2021_12_24RG_Col03_Conditioning1479,:,:,Col03,Biological sample,,1479
1577,1577,2021_12_24RG_Col04_Conditioning1480,:,:,Col04,Biological sample,,1480
1578,1578,2021_12_24RG_Col03_Conditioning1481,:,:,Col03,Biological sample,,1481
1579,1579,2021_12_24RG_Col04_Conditioning1482,:,:,Col04,Biological sample,,1482
1580,1580,2021_12_24RG_Col03_Conditioning1483,:,:,Col03,Biological sample,,1483
1581,1581,2021_12_24RG_Col04_Conditioning1484,:,:,Col04,Biological sample,,1484
1582,1582,2021_12_24RG_Col03_Conditioning1485,:,:,Col03,Biological sample,,1485
1583,1583,2021_12_24RG_Col04_Conditioning1486,:,:,Col04,Biological sample,,1486
1584,1584,2021_12_24RG_Col03_Conditioning1487,:,:,Col03,Biological sample,,1487
1585,1585,2021_12_24RG_Col04_Conditioning1488,:,:,Col04,Biological sample,,1488
1586,1586,2021_12_24RG_Col03_Conditioning1489,:,:,Col03,Biological sample,,1489
1587,1587,2021_12_24RG_Col04_Conditioning1490,:,:,Col04,Biological sample,,1490
1588,1588,2021_12_24RG_Col03_Conditioning1491,:,:,Col03,Biological sample,,1491
1589,1589,2021_12_24RG_Col04_Conditioning1492,:,:,Col04,Biological sample,,1492
1590,1590,2021_12_24RG_Col03_Conditioning1493,:,:,Col03,Biological sample,,1493
1591,1591,2021_12_24RG_Col04_Conditioning1494,:,:,Col04,Biological sample,,1494
1592,1592,2021_12_24RG_Col03_Conditioning1495,:,:,Col03,Biological sample,,1495
1593,1593,2021_12_24RG_Col04_Conditioning1496,:,:,Col04,Biological sample,,1496
1594,1594,2021_12_24RG_Col03_Conditioning1497,:,:,Col03,Biological sample,,1497
1595,1595,2021_12_24RG_Col04_Conditioning1498,:,:,Col04,Biological sample,,1498
1596,1596,2021_12_24RG_Col03_Conditioning1499,:,:,Col03,Biological sample,,1499
1597,1597,2021_12_24RG_Col04_Conditioning1500,:,:,Col04,Biological sample,,1500
1598,1598,2021_12_24RG_Col03_Conditioning1501,:,:,Col03,Biological sample,,1501
1599,1599,2021_12_24RG_Col04_Conditioning1502,:,:,Col04,Biological sample,,1502
1600,1600,2021_12_24RG_Col03_Conditioning1503,:,:,Col03,Biological sample,,1503
1601,1601,2021_12_24RG_Col04_Conditioning1504,:,:,Col04,Biological sample,,1504
1602,1602,2021_12_24RG_Col03_Conditioning1505,:,:,Col03,Biological sample,,1505
1603,1603,2021_12_24RG_Col04_Conditioning1506,:,:,Col04,Biological sample,,1506
1604,1604,2021_12_24RG_Col03_Conditioning1507,:,:,Col03,Biological sample,,1507
1605,1605,2021_12_24RG_Col04_Conditioning1508,:,:,Col04,Biological sample,,1508
1606,1606,2021_12_24RG_Col03_Conditioning1509,:,:,Col03,Biological sample,,1509
1607,1607,2021_12_24RG_Col04_Conditioning1510,:,:,Col04,Biological sample,,1510
1608,1608,2021_12_24RG_Col03_Conditioning1511,:,:,Col03,Biological sample,,1511
1609,1609,2021_12_24RG_Col04_Conditioning1512,:,:,Col04,Biological sample,,1512
1610,1610,2021_12_24RG_Col03_Conditioning1513,:,:,Col03,Biological sample,,1513
1611,1611,2021_12_24RG_Col04_Conditioning1514,:,:,Col04,Biological sample,,1514
1612,1612,2021_12_24RG_Col03_Conditioning1515,:,:,Col03,Biological sample,,1515
1613,1613,2021_12_24RG_Col04_Conditioning1516,:,:,Col04,Biological sample,,1516
1614,1614,2021_12_24RG_Col03_Conditioning1517,:,:,Col03,Biological sample,,1517
1615,1615,2021_12_24RG_Col04_Conditioning1518,:,:,Col04,Biological sample,,1518
1616,1616,2021_12_24RG_Col03_Conditioning1519,:,:,Col03,Biological sample,,1519
1617,1617,2021_12_24RG_Col04_Conditioning1520,:,:,Col04,Biological sample,,1520
1618,1618,2021_12_24RG_Col03_Conditioning1521,:,:,Col03,Biological sample,,1521
1619,1619,2021_12_24RG_Col04_Conditioning1522,:,:,Col04,Biological sample,,1522
1620,1620,2021_12_24RG_Col03_Conditioning1523,:,:,Col03,Biological sample,,1523
1621,1621,2021_12_24RG_Col04_Conditioning1524,:,:,Col04,Biological sample,,1524
1622,1622,2021_12_24RG_Col03_Conditioning1525,:,:,Col03,Biological sample,,1525
1623,1623,2021_12_24RG_Col04_Conditioning1526,:,:,Col04,Biological sample,,1526
1624,1624,2021_12_24RG_Col03_Conditioning1527,:,:,Col03,Biological sample,,1527
1625,1625,2021_12_24RG_Col04_Conditioning1528,:,:,Col04,Biological sample,,1528
1626,1626,2021_12_24RG_Col03_Conditioning1529,:,:,Col03,Biological sample,,1529
1627,1627,2021_12_24RG_Col04_Conditioning1530,:,:,Col04,Biological sample,,1530
1628,1628,2021_12_24RG_Col03_Conditioning1531,:,:,Col03,Biological sample,,1531
1629,1629,2021_12_24RG_Col04_Conditioning1532,:,:,Col04,Biological sample,,1532
1630,1630,2021_12_24RG_Col03_Conditioning1533,:,:,Col03,Biological sample,,1533
1631,1631,2021_12_24RG_Col04_Conditioning1534,:,:,Col04,Biological sample,,1534
1632,1632,2021_12_24RG_Col03_Conditioning1535,:,:,Col03,Biological sample,,1535
1633,1633,2021_12_24RG_Col04_Conditioning1536,:,:,Col04,Biological sample,,1536
1634,1634,2021_12_24RG_Col03_Conditioning1537,:,:,Col03,Biological sample,,1537
1635,1635,2021_12_24RG_Col04_Conditioning1538,:,:,Col04,Biological sample,,1538
1636,1636,2021_12_24RG_Col03_Conditioning1539,:,:,Col03,Biological sample,,1539
1637,1637,2021_12_24RG_Col04_Conditioning1540,:,:,Col04,Biological sample,,1540
1638,1638,2021_12_24RG_Col03_Conditioning1541,:,:,Col03,Biological sample,,1541
1639,1639,2021_12_24RG_Col04_Conditioning1542,:,:,Col04,Biological sample,,1542
1640,1640,2021_12_24RG_Col03_Conditioning1543,:,:,Col03,Biological sample,,1543
1641,1641,2021_12_24RG_Col04_Conditioning1544,:,:,Col04,Biological sample,,1544
1642,1642,2021_12_24RG_Col03_Conditioning1545,:,:,Col03,Biological sample,,1545
1643,1643,2021_12_24RG_Col04_Conditioning1546,:,:,Col04,Biological sample,,1546
1644,1644,2021_12_24RG_Col03_Conditioning1547,:,:,Col03,Biological sample,,1547
1645,1645,2021_12_24RG_Col04_Conditioning1548,:,:,Col04,Biological sample,,1548
1646,1646,2021_12_24RG_Col03_Conditioning1549,:,:,Col03,Biological sample,,1549
1647,1647,2021_12_24RG_Col04_Conditioning1550,:,:,Col04,Biological sample,,1550
1648,1648,2021_12_24RG_Col03_Conditioning1551,:,:,Col03,Biological sample,,1551
1649,1649,2021_12_24RG_Col04_Conditioning1552,:,:,Col04,Biological sample,,1552
1650,1650,2021_12_24RG_Col03_Conditioning1553,:,:,Col03,Biological sample,,1553
1651,1651,2021_12_24RG_Col04_Conditioning1554,:,:,Col04,Biological sample,,1554
1652,1652,2021_12_24RG_Col03_Conditioning1555,:,:,Col03,Biological sample,,1555
1653,1653,2021_12_24RG_Col04_Conditioning1556,:,:,Col04,Biological sample,,1556
1654,1654,2021_12_24RG_Col03_Conditioning1557,:,:,Col03,Biological sample,,1557
1655,1655,2021_12_24RG_Col04_Conditioning1558,:,:,Col04,Biological sample,,1558
1656,1656,2021_12_24RG_Col03_Conditioning1559,:,:,Col03,Biological sample,,1559
1657,1657,2021_12_24RG_Col04_Conditioning1560,:,:,Col04,Biological sample,,1560
1658,1658,2021_12_24RG_Col03_Conditioning1561,:,:,Col03,Biological sample,,1561
1659,1659,2021_12_24RG_Col04_Conditioning1562,:,:,Col04,Biological sample,,1562
1660,1660,2021_12_24RG_Col03_Conditioning1563,:,:,Col03,Biological sample,,1563
1661,1661,2021_12_24RG_Col04_Conditioning1564,:,:,Col04,Biological sample,,1564
1662,1662,2021_12_24RG_Col03_Conditioning1565,:,:,Col03,Biological sample,,1565
1663,1663,2021_12_24RG_Col04_Conditioning1566,:,:,Col04,Biological sample,,1566
1664,1664,2021_12_24RG_Col03_Conditioning1567,:,:,Col03,Biological sample,,1567
1665,1665,2021_12_24RG_Col04_Conditioning1568,:,:,Col04,Biological sample,,1568
1666,1666,2021_12_24RG_Col03_Conditioning1569,:,:,Col03,Biological sample,,1569
1667,1667,2021_12_24RG_Col04_Conditioning1570,:,:,Col04,Biological sample,,1570
1668,1668,2021_12_24RG_Col03_Conditioning1571,:,:,Col03,Biological sample,,1571
1669,1669,2021_12_24RG_Col04_Conditioning1572,:,:,Col04,Biological sample,,1572
1670,1670,2021_12_24RG_Col03_Conditioning1573,:,:,Col03,Biological sample,,1573
1671,1671,2021_12_24RG_Col04_Conditioning1574,:,:,Col04,Biological sample,,1574
1672,1672,2021_12_24RG_Col03_Conditioning1575,:,:,Col03,Biological sample,,1575
1673,1673,2021_12_24RG_Col04_Conditioning1576,:,:,Col04,Biological sample,,1576
1674,1674,2021_12_24RG_Col03_Conditioning1577,:,:,Col03,Biological sample,,1577
1675,1675,2021_12_24RG_Col04_Conditioning1578,:,:,Col04,Biological sample,,1578
1676,1676,2021_12_24RG_Col03_Conditioning1579,:,:,Col03,Biological sample,,1579
1677,1677,2021_12_24RG_Col04_Conditioning1580,:,:,Col04,Biological sample,,1580
1678,1678,2021_12_24RG_Col03_Conditioning1581,:,:,Col03,Biological sample,,1581
1679,1679,2021_12_24RG_Col04_Conditioning1582,:,:,Col04,Biological sample,,1582
1680,1680,2021_12_24RG_Col03_Conditioning1583,:,:,Col03,Biological sample,,1583
1681,1681,2021_12_24RG_Col04_Conditioning1584,:,:,Col04,Biological sample,,1584
1682,1682,2021_12_24RG_Col03_Conditioning1585,:,:,Col03,Biological sample,,1585
1683,1683,2021_12_24RG_Col04_Conditioning1586,:,:,Col04,Biological sample,,1586
1684,1684,2021_12_24RG_Col03_Conditioning1587,:,:,Col03,Biological sample,,1587
1685,1685,2021_12_24RG_Col04_Conditioning1588,:,:,Col04,Biological sample,,1588
1686,1686,2021_12_24RG_Col03_Conditioning1589,:,:,Col03,Biological sample,,1589
1687,1687,2021_12_24RG_Col04_Conditioning1590,:,:,Col04,Biological sample,,1590
1688,1688,2021_12_24RG_Col03_Conditioning1591,:,:,Col03,Biological sample,,1591
1689,1689,2021_12_24RG_Col04_Conditioning1592,:,:,Col04,Biological sample,,1592
1690,1690,2021_12_24RG_Col03_Conditioning1593,:,:,Col03,Biological sample,,1593
1691,1691,2021_12_24RG_Col04_Conditioning1594,:,:,Col04,Biological sample,,1594
1692,1692,2021_12_24RG_Col03_Conditioning1595,:,:,Col03,Biological sample,,1595
1693,1693,2021_12_24RG_Col04_Conditioning1596,:,:,Col04,Biological sample,,1596
1694,1694,2021_12_24RG_Col03_Conditioning1597,:,:,Col03,Biological sample,,1597
1695,1695,2021_12_24RG_Col04_Conditioning1598,:,:,Col04,Biological sample,,1598
1696,1696,2021_12_24RG_Col03_Conditioning1599,:,:,Col03,Biological sample,,1599
1697,1697,2021_12_24RG_Col04_Conditioning1600,:,:,Col04,Biological sample,,1600
1698,1698,2021_12_24RG_Col03_Rep9_Std1,A,1,Col03,Standard,C1,
1699,1699,2021_12_24RG_Col04_Rep9_Std1,A,1,Col04,Standard,C1,
1700,1700,2021_12_24RG_Col03_Rep9_Std2,A,2,Col03,Standard,C2,
1701,1701,2021_12_24RG_Col04_Rep9_Std2,A,2,Col04,Standard,C2,
1702,1702,2021_12_24RG_Col03_Rep9_Std3,A,3,Col03,Standard,C3,
1703,1703,2021_12_24RG_Col04_Rep9_Std3,A,3,Col04,Standard,C3,
1704,1704,2021_12_24RG_Col03_Rep9_Std4,A,4,Col03,Standard,C4,
1705,1705,2021_12_24RG_Col04_Rep9_Std4,A,4,Col04,Standard,C4,
1706,1706,2021_12_24RG_Col03_Rep9_Std5,A,5,Col03,Standard,C5,
1707,1707,2021_12_24RG_Col04_Rep9_Std5,A,5,Col04,Standard,C5,
1708,1708,2021_12_24RG_Col03_Rep9_Std6,A,6,Col03,Standard,C6,
1709,1709,2021_12_24RG_Col04_Rep9_Std6,A,6,Col04,Standard,C6,
1710,1710,2021_12_24RG_Col03_Conditioning1601,:,:,Col03,Biological sample,,1601
1711,1711,2021_12_24RG_Col04_Conditioning1602,:,:,Col04,Biological sample,,1602
1712,1712,2021_12_24RG_Col03_Conditioning1603,:,:,Col03,Biological sample,,1603
1713,1713,2021_12_24RG_Col04_Conditioning1604,:,:,Col04,Biological sample,,1604
1714,1714,2021_12_24RG_Col03_Conditioning1605,:,:,Col03,Biological sample,,1605
1715,1715,2021_12_24RG_Col04_Conditioning1606,:,:,Col04,Biological sample,,1606
1716,1716,2021_12_24RG_Col03_Conditioning1607,:,:,Col03,Biological sample,,1607
1717,1717,2021_12_24RG_Col04_Conditioning1608,:,:,Col04,Biological sample,,1608
1718,1718,2021_12_24RG_Col03_Conditioning1609,:,:,Col03,Biological sample,,1609
1719,1719,2021_12_24RG_Col04_Conditioning1610,:,:,Col04,Biological sample,,1610
1720,1720,2021_12_24RG_Col03_Conditioning1611,:,:,Col03,Biological sample,,1611
1721,1721,2021_12_24RG_Col04_Conditioning1612,:,:,Col04,Biological sample,,1612
1722,1722,2021_12_24RG_Col03_Conditioning1613,:,:,Col03,Biological sample,,1613
1723,1723,2021_12_24RG_Col04_Conditioning1614,:,:,Col04,Biological sample,,1614
1724,1724,2021_12_24RG_Col03_Conditioning1615,:,:,Col03,Biological sample,,1615
1725,1725,2021_12_24RG_Col04_Conditioning1616,:,:,Col04,Biological sample,,1616
1726,1726,2021_12_24RG_Col03_Conditioning1617,:,:,Col03,Biological sample,,1617
1727,1727,2021_12_24RG_Col04_Conditioning1618,:,:,Col04,Biological sample,,1618
1728,1728,2021_12_24RG_Col03_Conditioning1619,:,:,Col03,Biological sample,,1619
1729,1729,2021_12_24RG_Col04_Conditioning1620,:,:,Col04,Biological sample,,1620
1730,1730,2021_12_24RG_Col03_Conditioning1621,:,:,Col03,Biological sample,,1621
1731,1731,2021_12_24RG_Col04_Conditioning1622,:,:,Col04,Biological sample,,1622
1732,1732,2021_12_24RG_Col03_Conditioning1623,:,:,Col03,Biological sample,,1623
1733,1733,2021_12_24RG_Col04_Conditioning1624,:,:,Col04,Biological sample,,1624
1734,1734,2021_12_24RG_Col03_Conditioning1625,:,:,Col03,Biological sample,,1625
1735,1735,2021_12_24RG_Col04_Conditioning1626,:,:,Col04,Biological sample,,1626
1736,1736,2021_12_24RG_Col03_Conditioning1627,:,:,Col03,Biological sample,,1627
1737,1737,2021_12_24RG_Col04_Conditioning1628,:,:,Col04,Biological sample,,1628
1738,1738,2021_12_24RG_Col03_Conditioning1629,:,:,Col03,Biological sample,,1629
1739,1739,2021_12_24RG_Col04_Conditioning1630,:,:,Col04,Biological sample,,1630
1740,1740,2021_12_24RG_Col03_Conditioning1631,:,:,Col03,Biological sample,,1631
1741,1741,2021_12_24RG_Col04_Conditioning1632,:,:,Col04,Biological sample,,1632
1742,1742,2021_12_24RG_Col03_Conditioning1633,:,:,Col03,Biological sample,,1633
1743,1743,2021_12_24RG_Col04_Conditioning1634,:,:,Col04,Biological sample,,1634
1744,1744,2021_12_24RG_Col03_Conditioning1635,:,:,Col03,Biological sample,,1635
1745,1745,2021_12_24RG_Col04_Conditioning1636,:,:,Col04,Biological sample,,1636
1746,1746,2021_12_24RG_Col03_Conditioning1637,:,:,Col03,Biological sample,,1637
1747,1747,2021_12_24RG_Col04_Conditioning1638,:,:,Col04,Biological sample,,1638
1748,1748,2021_12_24RG_Col03_Conditioning1639,:,:,Col03,Biological sample,,1639
1749,1749,2021_12_24RG_Col04_Conditioning1640,:,:,Col04,Biological sample,,1640
1750,1750,2021_12_24RG_Col03_Conditioning1641,:,:,Col03,Biological sample,,1641
1751,1751,2021_12_24RG_Col04_Conditioning1642,:,:,Col04,Biological sample,,1642
1752,1752,2021_12_24RG_Col03_Conditioning1643,:,:,Col03,Biological sample,,1643
1753,1753,2021_12_24RG_Col04_Conditioning1644,:,:,Col04,Biological sample,,1644
1754,1754,2021_12_24RG_Col03_Conditioning1645,:,:,Col03,Biological sample,,1645
1755,1755,2021_12_24RG_Col04_Conditioning1646,:,:,Col04,Biological sample,,1646
1756,1756,2021_12_24RG_Col03_Conditioning1647,:,:,Col03,Biological sample,,1647
1757,1757,2021_12_24RG_Col04_Conditioning1648,:,:,Col04,Biological sample,,1648
1758,1758,2021_12_24RG_Col03_Conditioning1649,:,:,Col03,Biological sample,,1649
1759,1759,2021_12_24RG_Col04_Conditioning1650,:,:,Col04,Biological sample,,1650
1760,1760,2021_12_24RG_Col03_Conditioning1651,:,:,Col03,Biological sample,,1651
1761,1761,2021_12_24RG_Col04_Conditioning1652,:,:,Col04,Biological sample,,1652
1762,1762,2021_12_24RG_Col03_Conditioning1653,:,:,Col03,Biological sample,,1653
1763,1763,2021_12_24RG_Col04_Conditioning1654,:,:,Col04,Biological sample,,1654
1764,1764,2021_12_24RG_Col03_Conditioning1655,:,:,Col03,Biological sample,,1655
1765,1765,2021_12_24RG_Col04_Conditioning1656,:,:,Col04,Biological sample,,1656
1766,1766,2021_12_24RG_Col03_Conditioning1657,:,:,Col03,Biological sample,,1657
1767,1767,2021_12_24RG_Col04_Conditioning1658,:,:,Col04,Biological sample,,1658
1768,1768,2021_12_24RG_Col03_Conditioning1659,:,:,Col03,Biological sample,,1659
1769,1769,2021_12_24RG_Col04_Conditioning1660,:,:,Col04,Biological sample,,1660
1770,1770,2021_12_24RG_Col03_Conditioning1661,:,:,Col03,Biological sample,,1661
1771,1771,2021_12_24RG_Col04_Conditioning1662,:,:,Col04,Biological sample,,1662
1772,1772,2021_12_24RG_Col03_Conditioning1663,:,:,Col03,Biological sample,,1663
1773,1773,2021_12_24RG_Col04_Conditioning1664,:,:,Col04,Biological sample,,1664
1774,1774,2021_12_24RG_Col03_Conditioning1665,:,:,Col03,Biological sample,,1665
1775,1775,2021_12_24RG_Col04_Conditioning1666,:,:,Col04,Biological sample,,1666
1776,1776,2021_12_24RG_Col03_Conditioning1667,:,:,Col03,Biological sample,,1667
1777,1777,2021_12_24RG_Col04_Conditioning1668,:,:,Col04,Biological sample,,1668
1778,1778,2021_12_24RG_Col03_Conditioning1669,:,:,Col03,Biological sample,,1669
1779,1779,2021_12_24RG_Col04_Conditioning1670,:,:,Col04,Biological sample,,1670
1780,1780,2021_12_24RG_Col03_Conditioning1671,:,:,Col03,Biological sample,,1671
1781,1781,2021_12_24RG_Col04_Conditioning1672,:,:,Col04,Biological sample,,1672
1782,1782,2021_12_24RG_Col03_Conditioning1673,:,:,Col03,Biological sample,,1673
1783,1783,2021_12_24RG_Col04_Conditioning1674,:,:,Col04,Biological sample,,1674
1784,1784,2021_12_24RG_Col03_Conditioning1675,:,:,Col03,Biological sample,,1675
1785,1785,2021_12_24RG_Col04_Conditioning1676,:,:,Col04,Biological sample,,1676
1786,1786,2021_12_24RG_Col03_Conditioning1677,:,:,Col03,Biological sample,,1677
1787,1787,2021_12_24RG_Col04_Conditioning1678,:,:,Col04,Biological sample,,1678
1788,1788,2021_12_24RG_Col03_Conditioning1679,:,:,Col03,Biological sample,,1679
1789,1789,2021_12_24RG_Col04_Conditioning1680,:,:,Col04,Biological sample,,1680
1790,1790,2021_12_24RG_Col03_Conditioning1681,:,:,Col03,Biological sample,,1681
1791,1791,2021_12_24RG_Col04_Conditioning1682,:,:,Col04,Biological sample,,1682
1792,1792,2021_12_24RG_Col03_Conditioning1683,:,:,Col03,Biological sample,,1683
1793,1793,2021_12_24RG_Col04_Conditioning1684,:,:,Col04,Biological sample,,1684
1794,1794,2021_12_24RG_Col03_Conditioning1685,:,:,Col03,Biological sample,,1685
1795,1795,2021_12_24RG_Col04_Conditioning1686,:,:,Col04,Biological sample,,1686
1796,1796,2021_12_24RG_Col03_Conditioning1687,:,:,Col03,Biological sample,,1687
1797,1797,2021_12_24RG_Col04_Conditioning1688,:,:,Col04,Biological sample,,1688
1798,1798,2021_12_24RG_Col03_Conditioning1689,:,:,Col03,Biological sample,,1689
1799,1799,2021_12_24RG_Col04_Conditioning1690,:,:,Col04,Biological sample,,1690
1800,1800,2021_12_24RG_Col03_Conditioning1691,:,:,Col03,Biological sample,,1691
1801,1801,2021_12_24RG_Col04_Conditioning1692,:,:,Col04,Biological sample,,1692
1802,1802,2021_12_24RG_Col03_Conditioning1693,:,:,Col03,Biological sample,,1693
1803,1803,2021_12_24RG_Col04_Conditioning1694,:,:,Col04,Biological sample,,1694
1804,1804,2021_12_24RG_Col03_Conditioning1695,:,:,Col03,Biological sample,,1695
1805,1805,2021_12_24RG_Col04_Conditioning1696,:,:,Col04,Biological sample,,1696
1806,1806,2021_12_24RG_Col03_Conditioning1697,:,:,Col03,Biological sample,,1697
1807,1807,2021_12_24RG_Col04_Conditioning1698,:,:,Col04,Biological sample,,1698
1808,1808,2021_12_24RG_Col03_Conditioning1699,:,:,Col03,Biological sample,,1699
1809,1809,2021_12_24RG_Col04_Conditioning1700,:,:,Col04,Biological sample,,1700
1810,1810,2021_12_24RG_Col03_Conditioning1701,:,:,Col03,Biological sample,,1701
1811,1811,2021_12_24RG_Col04_Conditioning1702,:,:,Col04,Biological sample,,1702
1812,1812,2021_12_24RG_Col03_Conditioning1703,:,:,Col03,Biological sample,,1703
1813,1813,2021_12_24RG_Col04_Conditioning1704,:,:,Col04,Biological sample,,1704
1814,1814,2021_12_24RG_Col03_Conditioning1705,:,:,Col03,Biological sample,,1705
1815,1815,2021_12_24RG_Col04_Conditioning1706,:,:,Col04,Biological sample,,1706
1816,1816,2021_12_24RG_Col03_Conditioning1707,:,:,Col03,Biological sample,,1707
1817,1817,2021_12_24RG_Col04_Conditioning1708,:,:,Col04,Biological sample,,1708
1818,1818,2021_12_24RG_Col03_Conditioning1709,:,:,Col03,Biological sample,,1709
1819,1819,2021_12_24RG_Col04_Conditioning1710,:,:,Col04,Biological sample,,1710
1820,1820,2021_12_24RG_Col03_Conditioning1711,:,:,Col03,Biological sample,,1711
1821,1821,2021_12_24RG_Col04_Conditioning1712,:,:,Col04,Biological sample,,1712
1822,1822,2021_12_24RG_Col03_Conditioning1713,:,:,Col03,Biological sample,,1713
1823,1823,2021_12_24RG_Col04_Conditioning1714,:,:,Col04,Biological sample,,1714
1824,1824,2021_12_24RG_Col03_Conditioning1715,:,:,Col03,Biological sample,,1715
1825,1825,2021_12_24RG_Col04_Conditioning1716,:,:,Col04,Biological sample,,1716
1826,1826,2021_12_24RG_Col03_Conditioning1717,:,:,Col03,Biological sample,,1717
1827,1827,2021_12_24RG_Col04_Conditioning1718,:,:,Col04,Biological sample,,1718
1828,1828,2021_12_24RG_Col03_Conditioning1719,:,:,Col03,Biological sample,,1719
1829,1829,2021_12_24RG_Col04_Conditioning1720,:,:,Col04,Biological sample,,1720
1830,1830,2021_12_24RG_Col03_Conditioning1721,:,:,Col03,Biological sample,,1721
1831,1831,2021_12_24RG_Col04_Conditioning1722,:,:,Col04,Biological sample,,1722
1832,1832,2021_12_24RG_Col03_Conditioning1723,:,:,Col03,Biological sample,,1723
1833,1833,2021_12_24RG_Col04_Conditioning1724,:,:,Col04,Biological sample,,1724
1834,1834,2021_12_24RG_Col03_Conditioning1725,:,:,Col03,Biological sample,,1725
1835,1835,2021_12_24RG_Col04_Conditioning1726,:,:,Col04,Biological sample,,1726
1836,1836,2021_12_24RG_Col03_Conditioning1727,:,:,Col03,Biological sample,,1727
1837,1837,2021_12_24RG_Col04_Conditioning1728,:,:,Col04,Biological sample,,1728
1838,1838,2021_12_24RG_Col03_Conditioning1729,:,:,Col03,Biological sample,,1729
1839,1839,2021_12_24RG_Col04_Conditioning1730,:,:,Col04,Biological sample,,1730
1840,1840,2021_12_24RG_Col03_Conditioning1731,:,:,Col03,Biological sample,,1731
1841,1841,2021_12_24RG_Col04_Conditioning1732,:,:,Col04,Biological sample,,1732
1842,1842,2021_12_24RG_Col03_Conditioning1733,:,:,Col03,Biological sample,,1733
